model,n_features,n_splits,scorer,outliers,scores
SVR,5,5,mae,yes,[-0.20515332 -1.05210964 -0.29929348 -1.45575824 -0.0535245 ]
SVR,5,5,mae,no,[-0.18335308 -0.85240833 -0.47311745 -1.6854859  -0.0881695 ]
SVR,5,5,mse,yes,[12.68429766  1.06601498  0.10791984  0.70088395  1.20806008]
SVR,5,5,mse,no,[16.09241875  0.76022145  0.1035156   1.07394717  3.946609  ]
SVR,6,5,r2_score,yes,[-10.30306926  -1.06211213  -0.08439078  -0.65676094  -2.61188987]
SVR,6,5,r2_score,no,[-12.63700506  -0.69988712  -0.12951844  -0.89441203  -9.75152456]
SVR,6,5,mae,yes,[-0.17878069 -1.04801518 -0.29664765 -1.43772766 -0.07636091]
SVR,6,5,mae,no,[-0.15157294 -0.81189469 -0.49637703 -1.60813249 -0.13029895]
SVR,6,5,mse,yes,[10.30306926  1.06211213  0.08439078  0.65676094  2.61188987]
SVR,6,5,mse,no,[12.63700506  0.69988712  0.12951844  0.89441203  9.75152456]
SVR,7,5,r2_score,yes,[-6.80802999 -1.03911351 -0.15338639 -0.63539925 -4.62571572]
SVR,7,5,r2_score,no,[-10.99690931  -0.7084494   -0.07009048  -0.86524949 -16.16680651]
SVR,7,5,mae,yes,[-0.16339272 -1.04067008 -0.28853851 -1.44792199 -0.09671767]
SVR,7,5,mae,no,[-0.14672354 -0.8059848  -0.4628608  -1.5952066  -0.16354335]
SVR,7,5,mse,yes,[6.80802999 1.03911351 0.15338639 0.63539925 4.62571572]
SVR,7,5,mse,no,[10.99690931  0.7084494   0.07009048  0.86524949 16.16680651]
SVR,8,5,r2_score,yes,[-7.92825618 -0.99702324 -0.10359864 -0.63418525 -5.94460575]
SVR,8,5,r2_score,no,[-15.1226657   -0.72584876  -0.05416711  -0.86042394 -17.24002505]
SVR,8,5,mae,yes,[-0.17419217 -1.02906559 -0.29665194 -1.44749402 -0.10807543]
SVR,8,5,mae,no,[-0.17518406 -0.81142068 -0.47868811 -1.6162989  -0.1729952 ]
SVR,8,5,mse,yes,[7.92825618 0.99702324 0.10359864 0.63418525 5.94460575]
SVR,8,5,mse,no,[15.1226657   0.72584876  0.05416711  0.86042394 17.24002505]
SVR,9,5,r2_score,yes,[-7.80602175 -0.99903996 -0.10666322 -0.63526435 -9.95193877]
SVR,9,5,r2_score,no,[-18.49257346  -0.74013042  -0.05070644  -0.85155776 -18.78098664]
SVR,9,5,mae,yes,[-0.17304609 -1.0291373  -0.30081417 -1.44977744 -0.13900197]
SVR,9,5,mae,no,[-0.20007925 -0.82070986 -0.48578878 -1.60943415 -0.17872341]
SVR,9,5,mse,yes,[7.80602175 0.99903996 0.10666322 0.63526435 9.95193877]
SVR,9,5,mse,no,[18.49257346  0.74013042  0.05070644  0.85155776 18.78098664]
SVR,10,5,r2_score,yes,[ -6.72975059  -0.88320067  -0.32248829  -0.72576203 -30.64016029]
SVR,10,5,r2_score,no,[-17.65599093  -0.73702105  -0.08210922  -0.98728088 -16.33335191]
SVR,10,5,mae,yes,[-0.15510025 -0.99983346 -0.37835965 -1.56252333 -0.21365187]
SVR,10,5,mae,no,[-0.19678547 -0.80542157 -0.47843624 -1.68843102 -0.15838671]
SVR,10,5,mse,yes,[ 6.72975059  0.88320067  0.32248829  0.72576203 30.64016029]
SVR,10,5,mse,no,[17.65599093  0.73702105  0.08210922  0.98728088 16.33335191]
SVR,11,5,r2_score,yes,[ -7.75260744  -0.89623793  -0.28210374  -0.71341412 -31.95164069]
SVR,11,5,r2_score,no,[-16.7223473   -0.70659788  -0.06777604  -0.99014572 -22.57745495]
SVR,11,5,mae,yes,[-0.16891019 -1.00810518 -0.36954102 -1.56574862 -0.21953238]
SVR,11,5,mae,no,[-0.19316737 -0.80543154 -0.46540424 -1.68952484 -0.18815764]
SVR,11,5,mse,yes,[ 7.75260744  0.89623793  0.28210374  0.71341412 31.95164069]
SVR,11,5,mse,no,[16.7223473   0.70659788  0.06777604  0.99014572 22.57745495]
SVR,12,5,r2_score,yes,[ -7.03424443  -0.82442678  -0.29113391  -0.69283034 -31.08438598]
SVR,12,5,r2_score,no,[-16.92320501  -0.65952652  -0.06337816  -0.94402779 -32.24322397]
SVR,12,5,mae,yes,[-0.15611769 -0.98802849 -0.37938255 -1.56784577 -0.20227856]
SVR,12,5,mae,no,[-0.19418487 -0.79444301 -0.46921574 -1.71293021 -0.21909545]
SVR,12,5,mse,yes,[ 7.03424443  0.82442678  0.29113391  0.69283034 31.08438598]
SVR,12,5,mse,no,[16.92320501  0.65952652  0.06337816  0.94402779 32.24322397]
SVR,13,5,r2_score,yes,[ -7.64042162  -0.83868458  -0.19239991  -0.70791518 -27.24541759]
SVR,13,5,r2_score,no,[-17.02241363  -0.65850141  -0.07010133  -0.93393373 -31.63572677]
SVR,13,5,mae,yes,[-0.16449685 -0.99241684 -0.34647759 -1.55837492 -0.19410132]
SVR,13,5,mae,no,[-0.19319328 -0.79887306 -0.47143069 -1.69812398 -0.21522546]
SVR,13,5,mse,yes,[ 7.64042162  0.83868458  0.19239991  0.70791518 27.24541759]
SVR,13,5,mse,no,[17.02241363  0.65850141  0.07010133  0.93393373 31.63572677]
SVR,14,5,r2_score,yes,[ -7.02957673  -0.87100481  -0.17933327  -0.71679671 -27.39689158]
SVR,14,5,r2_score,no,[-17.02176153  -0.65850154  -0.07010145  -0.93393364 -31.63572587]
SVR,14,5,mae,yes,[-0.15995171 -1.00314568 -0.33423138 -1.55171737 -0.19492679]
SVR,14,5,mae,no,[-0.19318837 -0.79887308 -0.47143038 -1.69812393 -0.21522541]
SVR,14,5,mse,yes,[ 7.02957673  0.87100481  0.17933327  0.71679671 27.39689158]
SVR,14,5,mse,no,[17.02176153  0.65850154  0.07010145  0.93393364 31.63572587]
SVR,15,5,r2_score,yes,[ -9.56814533  -0.8962032   -0.13987232  -0.71832787 -17.80102235]
SVR,15,5,r2_score,no,[-19.20325046  -0.65820681  -0.0558704   -0.92050853 -22.81778068]
SVR,15,5,mae,yes,[-0.18770945 -0.99959512 -0.35702095 -1.53914228 -0.14527751]
SVR,15,5,mae,no,[-0.20747006 -0.79258266 -0.47055131 -1.69762085 -0.15724726]
SVR,15,5,mse,yes,[ 9.56814533  0.8962032   0.13987232  0.71832787 17.80102235]
SVR,15,5,mse,no,[19.20325046  0.65820681  0.0558704   0.92050853 22.81778068]
GradientBoostingRegressor,2,2,r2_score,yes,[-0.41059064 -0.10163375]
GradientBoostingRegressor,2,2,r2_score,no,[-0.35773502 -0.26676435]
GradientBoostingRegressor,2,2,mae,yes,[-0.64245574 -0.74052055]
GradientBoostingRegressor,2,2,mae,no,[-0.53421938 -0.88757665]
GradientBoostingRegressor,2,2,mse,yes,[0.41059064 0.10163375]
GradientBoostingRegressor,2,2,mse,no,[0.35773502 0.26676435]
GradientBoostingRegressor,3,2,r2_score,yes,[-0.42362138 -0.1836895 ]
GradientBoostingRegressor,3,2,r2_score,no,[-0.38145199 -0.2488821 ]
GradientBoostingRegressor,3,2,mae,yes,[-0.65428634 -0.87226987]
GradientBoostingRegressor,3,2,mae,no,[-0.53615608 -0.95795842]
GradientBoostingRegressor,3,2,mse,yes,[0.42362138 0.1836895 ]
GradientBoostingRegressor,3,2,mse,no,[0.38145199 0.2488821 ]
GradientBoostingRegressor,4,2,r2_score,yes,[-0.38650982 -0.13302913]
GradientBoostingRegressor,4,2,r2_score,no,[-0.36275114 -0.2982265 ]
GradientBoostingRegressor,4,2,mae,yes,[-0.64874057 -0.80084879]
GradientBoostingRegressor,4,2,mae,no,[-0.53533025 -0.9743834 ]
GradientBoostingRegressor,4,2,mse,yes,[0.38650982 0.13302913]
GradientBoostingRegressor,4,2,mse,no,[0.36275114 0.2982265 ]
GradientBoostingRegressor,5,2,r2_score,yes,[-0.33619518 -0.30438375]
GradientBoostingRegressor,5,2,r2_score,no,[-0.36540487 -0.47974171]
GradientBoostingRegressor,5,2,mae,yes,[-0.64593363 -1.00837316]
GradientBoostingRegressor,5,2,mae,no,[-0.55307169 -1.09676451]
GradientBoostingRegressor,5,2,mse,yes,[0.33619518 0.30438375]
GradientBoostingRegressor,5,2,mse,no,[0.36540487 0.47974171]
GradientBoostingRegressor,6,2,r2_score,yes,[-0.39943789 -0.2717539 ]
GradientBoostingRegressor,6,2,r2_score,no,[-0.3306507  -0.53033472]
GradientBoostingRegressor,6,2,mae,yes,[-0.62511151 -0.96973915]
GradientBoostingRegressor,6,2,mae,no,[-0.53713357 -1.09730626]
GradientBoostingRegressor,6,2,mse,yes,[0.39943789 0.2717539 ]
GradientBoostingRegressor,6,2,mse,no,[0.3306507  0.53033472]
GradientBoostingRegressor,7,2,r2_score,yes,[-0.40394916 -0.31453435]
GradientBoostingRegressor,7,2,r2_score,no,[-0.34152372 -0.38132707]
GradientBoostingRegressor,7,2,mae,yes,[-0.62135347 -1.01731666]
GradientBoostingRegressor,7,2,mae,no,[-0.53943342 -1.00906331]
GradientBoostingRegressor,7,2,mse,yes,[0.40394916 0.31453435]
GradientBoostingRegressor,7,2,mse,no,[0.34152372 0.38132707]
GradientBoostingRegressor,8,2,r2_score,yes,[-0.38671793 -0.28296378]
GradientBoostingRegressor,8,2,r2_score,no,[-0.32060987 -0.30800606]
GradientBoostingRegressor,8,2,mae,yes,[-0.61993702 -0.96338421]
GradientBoostingRegressor,8,2,mae,no,[-0.53014908 -1.01379859]
GradientBoostingRegressor,8,2,mse,yes,[0.38671793 0.28296378]
GradientBoostingRegressor,8,2,mse,no,[0.32060987 0.30800606]
GradientBoostingRegressor,9,2,r2_score,yes,[-0.37475332 -0.1910481 ]
GradientBoostingRegressor,9,2,r2_score,no,[-0.32526537 -0.25642705]
GradientBoostingRegressor,9,2,mae,yes,[-0.61974278 -0.93253804]
GradientBoostingRegressor,9,2,mae,no,[-0.52988596 -0.98069963]
GradientBoostingRegressor,9,2,mse,yes,[0.37475332 0.1910481 ]
GradientBoostingRegressor,9,2,mse,no,[0.32526537 0.25642705]
GradientBoostingRegressor,10,2,r2_score,yes,[-0.22644212 -0.28137021]
GradientBoostingRegressor,10,2,r2_score,no,[-0.25368835 -0.43736541]
GradientBoostingRegressor,10,2,mae,yes,[-0.60401957 -1.05265102]
GradientBoostingRegressor,10,2,mae,no,[-0.51559836 -1.14406497]
GradientBoostingRegressor,10,2,mse,yes,[0.22644212 0.28137021]
GradientBoostingRegressor,10,2,mse,no,[0.25368835 0.43736541]
GradientBoostingRegressor,11,2,r2_score,yes,[-0.30068864 -0.38296607]
GradientBoostingRegressor,11,2,r2_score,no,[-0.30162206 -0.41340051]
GradientBoostingRegressor,11,2,mae,yes,[-0.62027018 -1.18531789]
GradientBoostingRegressor,11,2,mae,no,[-0.52476644 -1.1090937 ]
GradientBoostingRegressor,11,2,mse,yes,[0.30068864 0.38296607]
GradientBoostingRegressor,11,2,mse,no,[0.30162206 0.41340051]
GradientBoostingRegressor,12,2,r2_score,yes,[-0.3141824  -0.36413857]
GradientBoostingRegressor,12,2,r2_score,no,[-0.30373215 -0.40139715]
GradientBoostingRegressor,12,2,mae,yes,[-0.61169467 -1.14659009]
GradientBoostingRegressor,12,2,mae,no,[-0.52301346 -1.1057327 ]
GradientBoostingRegressor,12,2,mse,yes,[0.3141824  0.36413857]
GradientBoostingRegressor,12,2,mse,no,[0.30373215 0.40139715]
GradientBoostingRegressor,13,2,r2_score,yes,[-0.34771076 -0.54625615]
GradientBoostingRegressor,13,2,r2_score,no,[-0.30946461 -0.39391933]
GradientBoostingRegressor,13,2,mae,yes,[-0.61207513 -1.25548641]
GradientBoostingRegressor,13,2,mae,no,[-0.52405968 -1.13389983]
GradientBoostingRegressor,13,2,mse,yes,[0.34771076 0.54625615]
GradientBoostingRegressor,13,2,mse,no,[0.30946461 0.39391933]
GradientBoostingRegressor,14,2,r2_score,yes,[-0.34690692 -0.54577706]
GradientBoostingRegressor,14,2,r2_score,no,[-0.31150734 -0.41100434]
GradientBoostingRegressor,14,2,mae,yes,[-0.61161374 -1.26076433]
GradientBoostingRegressor,14,2,mae,no,[-0.52489202 -1.14834485]
GradientBoostingRegressor,14,2,mse,yes,[0.34690692 0.54577706]
GradientBoostingRegressor,14,2,mse,no,[0.31150734 0.41100434]
GradientBoostingRegressor,15,2,r2_score,yes,[-0.35454673 -0.695806  ]
GradientBoostingRegressor,15,2,r2_score,no,[-0.3140665  -0.39763173]
GradientBoostingRegressor,15,2,mae,yes,[-0.61240394 -1.35898689]
GradientBoostingRegressor,15,2,mae,no,[-0.52577304 -1.12496741]
GradientBoostingRegressor,15,2,mse,yes,[0.35454673 0.695806  ]
GradientBoostingRegressor,15,2,mse,no,[0.3140665  0.39763173]
GradientBoostingRegressor,2,3,r2_score,yes,[  -0.47990796   -0.27508807 -133.7985256 ]
GradientBoostingRegressor,2,3,r2_score,no,[-0.30546728 -0.3383356  -3.07267407]
GradientBoostingRegressor,2,3,mae,yes,[-0.74952648 -1.17388302 -0.19777741]
GradientBoostingRegressor,2,3,mae,no,[-0.55611516 -1.27458405 -0.72836026]
GradientBoostingRegressor,2,3,mse,yes,[  0.47990796   0.27508807 133.7985256 ]
GradientBoostingRegressor,2,3,mse,no,[0.30546728 0.3383356  3.07267407]
GradientBoostingRegressor,3,3,r2_score,yes,[  -0.47251996   -0.30557824 -214.6595096 ]
GradientBoostingRegressor,3,3,r2_score,no,[-0.31170789 -0.36096202 -2.3603366 ]
GradientBoostingRegressor,3,3,mae,yes,[-0.75115936 -1.18416879 -0.39836064]
GradientBoostingRegressor,3,3,mae,no,[-0.58947683 -1.2774681  -0.71515216]
GradientBoostingRegressor,3,3,mse,yes,[  0.47251996   0.30557824 214.6595096 ]
GradientBoostingRegressor,3,3,mse,no,[0.31170789 0.36096202 2.3603366 ]
GradientBoostingRegressor,4,3,r2_score,yes,[  -0.44194745   -0.29127101 -199.08350286]
GradientBoostingRegressor,4,3,r2_score,no,[-0.31336809 -0.42762211 -2.35368882]
GradientBoostingRegressor,4,3,mae,yes,[-0.7473316  -1.17891878 -0.34804911]
GradientBoostingRegressor,4,3,mae,no,[-0.5893311  -1.24449809 -0.78287044]
GradientBoostingRegressor,4,3,mse,yes,[  0.44194745   0.29127101 199.08350286]
GradientBoostingRegressor,4,3,mse,no,[0.31336809 0.42762211 2.35368882]
GradientBoostingRegressor,5,3,r2_score,yes,[  -0.40819805   -0.3591595  -285.95827356]
GradientBoostingRegressor,5,3,r2_score,no,[-0.32445167 -0.57118154 -2.60574322]
GradientBoostingRegressor,5,3,mae,yes,[-0.73207481 -1.1585127  -0.47940112]
GradientBoostingRegressor,5,3,mae,no,[-0.58009497 -1.30130885 -0.75032466]
GradientBoostingRegressor,5,3,mse,yes,[  0.40819805   0.3591595  285.95827356]
GradientBoostingRegressor,5,3,mse,no,[0.32445167 0.57118154 2.60574322]
GradientBoostingRegressor,6,3,r2_score,yes,[  -0.43965062   -0.31795274 -204.42770491]
GradientBoostingRegressor,6,3,r2_score,no,[-0.32335846 -0.51720229 -0.39129299]
GradientBoostingRegressor,6,3,mae,yes,[-0.71106753 -1.13045329 -0.42450373]
GradientBoostingRegressor,6,3,mae,no,[-0.56511283 -1.32564812 -0.52332859]
GradientBoostingRegressor,6,3,mse,yes,[  0.43965062   0.31795274 204.42770491]
GradientBoostingRegressor,6,3,mse,no,[0.32335846 0.51720229 0.39129299]
GradientBoostingRegressor,7,3,r2_score,yes,[-4.56905557e-01 -3.68704795e-01 -4.94531398e+02]
GradientBoostingRegressor,7,3,r2_score,no,[-0.32353577 -0.56255353 -1.64195966]
GradientBoostingRegressor,7,3,mae,yes,[-0.71498145 -1.20591623 -0.77090305]
GradientBoostingRegressor,7,3,mae,no,[-0.56667325 -1.32024993 -0.78303855]
GradientBoostingRegressor,7,3,mse,yes,[4.56905557e-01 3.68704795e-01 4.94531398e+02]
GradientBoostingRegressor,7,3,mse,no,[0.32353577 0.56255353 1.64195966]
GradientBoostingRegressor,8,3,r2_score,yes,[  -0.45928376   -0.317129   -254.76250396]
GradientBoostingRegressor,8,3,r2_score,no,[-0.33522809 -0.54005306 -0.53593787]
GradientBoostingRegressor,8,3,mae,yes,[-0.71738977 -1.23884451 -0.5154349 ]
GradientBoostingRegressor,8,3,mae,no,[-0.56590266 -1.30835914 -0.54805429]
GradientBoostingRegressor,8,3,mse,yes,[  0.45928376   0.317129   254.76250396]
GradientBoostingRegressor,8,3,mse,no,[0.33522809 0.54005306 0.53593787]
GradientBoostingRegressor,9,3,r2_score,yes,[  -0.45827237   -0.20830879 -153.49841465]
GradientBoostingRegressor,9,3,r2_score,no,[-0.32802825 -0.41790012  0.30183546]
GradientBoostingRegressor,9,3,mae,yes,[-0.71719279 -1.20084687 -0.39597733]
GradientBoostingRegressor,9,3,mae,no,[-0.55923722 -1.2460051  -0.36838578]
GradientBoostingRegressor,9,3,mse,yes,[  0.45827237   0.20830879 153.49841465]
GradientBoostingRegressor,9,3,mse,no,[ 0.32802825  0.41790012 -0.30183546]
GradientBoostingRegressor,10,3,r2_score,yes,[  -0.36877856   -0.38043661 -318.50636483]
GradientBoostingRegressor,10,3,r2_score,no,[-0.30069319 -0.59291622 -0.03876514]
GradientBoostingRegressor,10,3,mae,yes,[-0.70860323 -1.2208668  -0.59829535]
GradientBoostingRegressor,10,3,mae,no,[-0.56077596 -1.2806362  -0.46958242]
GradientBoostingRegressor,10,3,mse,yes,[  0.36877856   0.38043661 318.50636483]
GradientBoostingRegressor,10,3,mse,no,[0.30069319 0.59291622 0.03876514]
GradientBoostingRegressor,11,3,r2_score,yes,[-3.82021241e-01 -3.25738931e-01 -5.26862998e+02]
GradientBoostingRegressor,11,3,r2_score,no,[-0.3113722  -0.59032677 -0.18270428]
GradientBoostingRegressor,11,3,mae,yes,[-0.70266203 -1.20377292 -0.78572646]
GradientBoostingRegressor,11,3,mae,no,[-0.55485399 -1.28007246 -0.5211054 ]
GradientBoostingRegressor,11,3,mse,yes,[3.82021241e-01 3.25738931e-01 5.26862998e+02]
GradientBoostingRegressor,11,3,mse,no,[0.3113722  0.59032677 0.18270428]
GradientBoostingRegressor,12,3,r2_score,yes,[-4.19959234e-01 -3.29480592e-01 -4.54487535e+02]
GradientBoostingRegressor,12,3,r2_score,no,[-0.31068854 -0.59706361 -0.43469905]
GradientBoostingRegressor,12,3,mae,yes,[-0.70082607 -1.20926212 -0.75928679]
GradientBoostingRegressor,12,3,mae,no,[-0.54943552 -1.2681601  -0.58690331]
GradientBoostingRegressor,12,3,mse,yes,[4.19959234e-01 3.29480592e-01 4.54487535e+02]
GradientBoostingRegressor,12,3,mse,no,[0.31068854 0.59706361 0.43469905]
GradientBoostingRegressor,13,3,r2_score,yes,[-4.62757841e-01 -3.37962720e-01 -8.77872953e+02]
GradientBoostingRegressor,13,3,r2_score,no,[-0.31294019 -0.60353375 -1.32409842]
GradientBoostingRegressor,13,3,mae,yes,[-0.70602898 -1.22231237 -1.06832625]
GradientBoostingRegressor,13,3,mae,no,[-0.55563316 -1.27171978 -0.74071505]
GradientBoostingRegressor,13,3,mse,yes,[4.62757841e-01 3.37962720e-01 8.77872953e+02]
GradientBoostingRegressor,13,3,mse,no,[0.31294019 0.60353375 1.32409842]
GradientBoostingRegressor,14,3,r2_score,yes,[-4.91580422e-01 -3.47958273e-01 -9.20630829e+02]
GradientBoostingRegressor,14,3,r2_score,no,[-0.32212817 -0.60206162 -1.16955979]
GradientBoostingRegressor,14,3,mae,yes,[-0.71569804 -1.2253289  -1.09762638]
GradientBoostingRegressor,14,3,mae,no,[-0.55134925 -1.27196913 -0.70055732]
GradientBoostingRegressor,14,3,mse,yes,[4.91580422e-01 3.47958273e-01 9.20630829e+02]
GradientBoostingRegressor,14,3,mse,no,[0.32212817 0.60206162 1.16955979]
GradientBoostingRegressor,15,3,r2_score,yes,[  -0.47747781   -0.16852323 -144.3313258 ]
GradientBoostingRegressor,15,3,r2_score,no,[-0.32017074 -0.60413949  0.0476394 ]
GradientBoostingRegressor,15,3,mae,yes,[-0.71247903 -1.27625782 -0.3816109 ]
GradientBoostingRegressor,15,3,mae,no,[-0.54613006 -1.27177438 -0.34718767]
GradientBoostingRegressor,15,3,mse,yes,[  0.47747781   0.16852323 144.3313258 ]
GradientBoostingRegressor,15,3,mse,no,[ 0.32017074  0.60413949 -0.0476394 ]
GradientBoostingRegressor,2,4,r2_score,yes,[-0.28600432 -0.38601994 -0.45583931 -7.07274659]
GradientBoostingRegressor,2,4,r2_score,no,[ -0.22417502  -0.01609646  -0.99475433 -13.54814058]
GradientBoostingRegressor,2,4,mae,yes,[-0.5962788  -0.47473105 -1.33009152 -0.07767518]
GradientBoostingRegressor,2,4,mae,no,[-0.53070393 -0.32047213 -1.61916139 -0.1036647 ]
GradientBoostingRegressor,2,4,mse,yes,[0.28600432 0.38601994 0.45583931 7.07274659]
GradientBoostingRegressor,2,4,mse,no,[ 0.22417502  0.01609646  0.99475433 13.54814058]
GradientBoostingRegressor,3,4,r2_score,yes,[ -0.25867871  -0.41616884  -0.50961437 -36.21663817]
GradientBoostingRegressor,3,4,r2_score,no,[ -0.21721109  -0.02447183  -0.94073702 -18.2788954 ]
GradientBoostingRegressor,3,4,mae,yes,[-0.61030955 -0.46211295 -1.40340605 -0.21979977]
GradientBoostingRegressor,3,4,mae,no,[-0.55182266 -0.3058384  -1.63853007 -0.15985391]
GradientBoostingRegressor,3,4,mse,yes,[ 0.25867871  0.41616884  0.50961437 36.21663817]
GradientBoostingRegressor,3,4,mse,no,[ 0.21721109  0.02447183  0.94073702 18.2788954 ]
GradientBoostingRegressor,4,4,r2_score,yes,[ -0.2587917   -0.30140068  -0.51169846 -36.85433576]
GradientBoostingRegressor,4,4,r2_score,no,[ -0.2151904   -0.34052245  -0.99468266 -46.87181065]
GradientBoostingRegressor,4,4,mae,yes,[-0.60676298 -0.49170329 -1.36534691 -0.20245683]
GradientBoostingRegressor,4,4,mae,no,[-0.54165371 -0.38449597 -1.63099301 -0.23502936]
GradientBoostingRegressor,4,4,mse,yes,[ 0.2587917   0.30140068  0.51169846 36.85433576]
GradientBoostingRegressor,4,4,mse,no,[ 0.2151904   0.34052245  0.99468266 46.87181065]
GradientBoostingRegressor,5,4,r2_score,yes,[ -0.28206959  -0.20783311  -0.52239699 -71.03423623]
GradientBoostingRegressor,5,4,r2_score,no,[-1.41131973e-01  4.94436693e-02 -1.00115460e+00 -6.96852397e+01]
GradientBoostingRegressor,5,4,mae,yes,[-0.60140448 -0.53480954 -1.36405143 -0.28066511]
GradientBoostingRegressor,5,4,mae,no,[-0.53596127 -0.36010121 -1.64766704 -0.30640173]
GradientBoostingRegressor,5,4,mse,yes,[ 0.28206959  0.20783311  0.52239699 71.03423623]
GradientBoostingRegressor,5,4,mse,no,[ 1.41131973e-01 -4.94436693e-02  1.00115460e+00  6.96852397e+01]
GradientBoostingRegressor,6,4,r2_score,yes,[-2.20570767e-01 -1.69076259e-01 -4.86345879e-01 -6.38619344e+02]
GradientBoostingRegressor,6,4,r2_score,no,[-1.55421852e-01 -3.70967404e-01 -1.02047350e+00 -4.66245212e+02]
GradientBoostingRegressor,6,4,mae,yes,[-0.58990255 -0.50102641 -1.33221691 -0.79054777]
GradientBoostingRegressor,6,4,mae,no,[-0.53162385 -0.44666582 -1.65957982 -0.60649132]
GradientBoostingRegressor,6,4,mse,yes,[2.20570767e-01 1.69076259e-01 4.86345879e-01 6.38619344e+02]
GradientBoostingRegressor,6,4,mse,no,[1.55421852e-01 3.70967404e-01 1.02047350e+00 4.66245212e+02]
GradientBoostingRegressor,7,4,r2_score,yes,[-2.70324243e-01 -3.28181121e-01 -5.35150531e-01 -5.62396343e+02]
GradientBoostingRegressor,7,4,r2_score,no,[-1.47973239e-01 -4.27577022e-01 -9.60003963e-01 -3.79106490e+02]
GradientBoostingRegressor,7,4,mae,yes,[-0.60451484 -0.54590671 -1.37361642 -0.71367527]
GradientBoostingRegressor,7,4,mae,no,[-0.52950983 -0.4326114  -1.64460216 -0.54135832]
GradientBoostingRegressor,7,4,mse,yes,[2.70324243e-01 3.28181121e-01 5.35150531e-01 5.62396343e+02]
GradientBoostingRegressor,7,4,mse,no,[1.47973239e-01 4.27577022e-01 9.60003963e-01 3.79106490e+02]
GradientBoostingRegressor,8,4,r2_score,yes,[-2.81274739e-01 -5.76039471e-01 -4.43436201e-01 -5.91299296e+02]
GradientBoostingRegressor,8,4,r2_score,no,[-1.65635619e-01 -2.66506102e-01 -8.98415109e-01 -4.17649884e+02]
GradientBoostingRegressor,8,4,mae,yes,[-0.62502759 -0.60143964 -1.34147833 -0.77881864]
GradientBoostingRegressor,8,4,mae,no,[-0.5364274  -0.41767384 -1.60729086 -0.64043538]
GradientBoostingRegressor,8,4,mse,yes,[2.81274739e-01 5.76039471e-01 4.43436201e-01 5.91299296e+02]
GradientBoostingRegressor,8,4,mse,no,[1.65635619e-01 2.66506102e-01 8.98415109e-01 4.17649884e+02]
GradientBoostingRegressor,9,4,r2_score,yes,[-2.92056432e-01 -6.75176182e-01 -4.12435745e-01 -5.88934986e+02]
GradientBoostingRegressor,9,4,r2_score,no,[-1.59535325e-01 -6.66518345e-01 -9.28961383e-01 -1.77662829e+02]
GradientBoostingRegressor,9,4,mae,yes,[-0.62734613 -0.67659974 -1.35288897 -0.80265387]
GradientBoostingRegressor,9,4,mae,no,[-0.53389734 -0.49402493 -1.64551527 -0.42288579]
GradientBoostingRegressor,9,4,mse,yes,[2.92056432e-01 6.75176182e-01 4.12435745e-01 5.88934986e+02]
GradientBoostingRegressor,9,4,mse,no,[1.59535325e-01 6.66518345e-01 9.28961383e-01 1.77662829e+02]
GradientBoostingRegressor,10,4,r2_score,yes,[-3.08172495e-01 -6.81854588e-01 -5.64524190e-01 -4.30178338e+02]
GradientBoostingRegressor,10,4,r2_score,no,[-1.47750708e-01 -7.38165059e-01 -1.10491377e+00 -1.55701629e+02]
GradientBoostingRegressor,10,4,mae,yes,[-0.60767297 -0.61136915 -1.45137991 -0.75960325]
GradientBoostingRegressor,10,4,mae,no,[-0.54815284 -0.37266948 -1.72613628 -0.40968136]
GradientBoostingRegressor,10,4,mse,yes,[3.08172495e-01 6.81854588e-01 5.64524190e-01 4.30178338e+02]
GradientBoostingRegressor,10,4,mse,no,[1.47750708e-01 7.38165059e-01 1.10491377e+00 1.55701629e+02]
GradientBoostingRegressor,11,4,r2_score,yes,[-3.00726318e-01 -4.35302092e-01 -5.46810818e-01 -4.28149963e+02]
GradientBoostingRegressor,11,4,r2_score,no,[-1.45449700e-01 -6.95111228e-01 -1.11214774e+00 -1.72262335e+02]
GradientBoostingRegressor,11,4,mae,yes,[-0.60812171 -0.58710092 -1.49067739 -0.76646331]
GradientBoostingRegressor,11,4,mae,no,[-0.52887594 -0.34984642 -1.73119861 -0.4227875 ]
GradientBoostingRegressor,11,4,mse,yes,[3.00726318e-01 4.35302092e-01 5.46810818e-01 4.28149963e+02]
GradientBoostingRegressor,11,4,mse,no,[1.45449700e-01 6.95111228e-01 1.11214774e+00 1.72262335e+02]
GradientBoostingRegressor,12,4,r2_score,yes,[  -0.26633083   -0.45907014   -0.58178537 -244.89402399]
GradientBoostingRegressor,12,4,r2_score,no,[-1.60345684e-01 -6.38802835e-01 -1.10230833e+00 -1.76705178e+02]
GradientBoostingRegressor,12,4,mae,yes,[-0.60519084 -0.63537204 -1.52032028 -0.56406356]
GradientBoostingRegressor,12,4,mae,no,[-0.52322117 -0.37957304 -1.73127958 -0.44331128]
GradientBoostingRegressor,12,4,mse,yes,[  0.26633083   0.45907014   0.58178537 244.89402399]
GradientBoostingRegressor,12,4,mse,no,[1.60345684e-01 6.38802835e-01 1.10230833e+00 1.76705178e+02]
