model,n_features,n_splits,scorer,outliers,scores
RandomForestRegressor,6,4,mse,yes,[2.38422864e-01 2.00673028e-01 4.73156166e-01 4.07666430e+02]
RandomForestRegressor,6,4,mse,no,[ 1.50009217e-01 -6.17785447e-03  8.30377088e-01  6.83994495e+02]
RandomForestRegressor,7,4,r2_score,yes,[-2.28192754e-01 -2.60880904e-01 -4.79329932e-01 -4.39117676e+02]
RandomForestRegressor,7,4,r2_score,no,[-1.60771561e-01 -7.97604861e-02 -8.32896968e-01 -6.55086525e+02]
RandomForestRegressor,7,4,mae,yes,[-0.6099534  -0.56378405 -1.372993   -0.79652901]
RandomForestRegressor,7,4,mae,no,[-0.54956543 -0.42729807 -1.56735673 -0.92450667]
RandomForestRegressor,7,4,mse,yes,[2.28192754e-01 2.60880904e-01 4.79329932e-01 4.39117676e+02]
RandomForestRegressor,7,4,mse,no,[1.60771561e-01 7.97604861e-02 8.32896968e-01 6.55086525e+02]
RandomForestRegressor,8,4,r2_score,yes,[-2.36993331e-01 -3.44444657e-01 -4.59252217e-01 -4.00941128e+02]
RandomForestRegressor,8,4,r2_score,no,[-1.47129713e-01 -1.07907318e-01 -7.92206695e-01 -6.04640013e+02]
RandomForestRegressor,8,4,mae,yes,[-0.64153737 -0.57384767 -1.3822262  -0.77739917]
RandomForestRegressor,8,4,mae,no,[-0.56048462 -0.42100236 -1.5510668  -0.89110317]
RandomForestRegressor,8,4,mse,yes,[2.36993331e-01 3.44444657e-01 4.59252217e-01 4.00941128e+02]
RandomForestRegressor,8,4,mse,no,[1.47129713e-01 1.07907318e-01 7.92206695e-01 6.04640013e+02]
RandomForestRegressor,9,4,r2_score,yes,[  -0.24795938   -0.69341129   -0.43902321 -196.7649662 ]
RandomForestRegressor,9,4,r2_score,no,[-1.84372476e-01 -1.24381481e+00 -8.22121118e-01 -3.29547286e+02]
RandomForestRegressor,9,4,mae,yes,[-0.65679406 -0.70234741 -1.35250235 -0.50241127]
RandomForestRegressor,9,4,mae,no,[-0.58325053 -0.59445907 -1.58867341 -0.64532407]
RandomForestRegressor,9,4,mse,yes,[  0.24795938   0.69341129   0.43902321 196.7649662 ]
RandomForestRegressor,9,4,mse,no,[1.84372476e-01 1.24381481e+00 8.22121118e-01 3.29547286e+02]
RandomForestRegressor,10,4,r2_score,yes,[-2.41632395e-01 -3.48930495e-01 -6.00663284e-01 -3.28455379e+02]
RandomForestRegressor,10,4,r2_score,no,[-2.25362537e-01 -5.29343616e-01 -9.22441406e-01 -5.15855459e+02]
RandomForestRegressor,10,4,mae,yes,[-0.64003657 -0.63452292 -1.4877291  -0.6941527 ]
RandomForestRegressor,10,4,mae,no,[-0.59064065 -0.46121738 -1.63744025 -0.84690341]
RandomForestRegressor,10,4,mse,yes,[2.41632395e-01 3.48930495e-01 6.00663284e-01 3.28455379e+02]
RandomForestRegressor,10,4,mse,no,[2.25362537e-01 5.29343616e-01 9.22441406e-01 5.15855459e+02]
RandomForestRegressor,11,4,r2_score,yes,[-2.35213057e-01 -3.26448277e-01 -6.13504292e-01 -3.93822963e+02]
RandomForestRegressor,11,4,r2_score,no,[-2.16719558e-01 -5.47471600e-01 -9.16809234e-01 -4.78490018e+02]
RandomForestRegressor,11,4,mae,yes,[-0.63608322 -0.61926591 -1.51669333 -0.77892664]
RandomForestRegressor,11,4,mae,no,[-0.59130974 -0.44353321 -1.64041758 -0.83203862]
RandomForestRegressor,11,4,mse,yes,[2.35213057e-01 3.26448277e-01 6.13504292e-01 3.93822963e+02]
RandomForestRegressor,11,4,mse,no,[2.16719558e-01 5.47471600e-01 9.16809234e-01 4.78490018e+02]
RandomForestRegressor,12,4,r2_score,yes,[-2.09073071e-01 -3.65601417e-01 -5.94637283e-01 -4.19818475e+02]
RandomForestRegressor,12,4,r2_score,no,[-2.27200795e-01 -8.70785072e-01 -9.34599350e-01 -4.55294018e+02]
RandomForestRegressor,12,4,mae,yes,[-0.62502676 -0.65369516 -1.49797877 -0.7932598 ]
RandomForestRegressor,12,4,mae,no,[-0.58661431 -0.51731552 -1.64383981 -0.82005475]
RandomForestRegressor,12,4,mse,yes,[2.09073071e-01 3.65601417e-01 5.94637283e-01 4.19818475e+02]
RandomForestRegressor,12,4,mse,no,[2.27200795e-01 8.70785072e-01 9.34599350e-01 4.55294018e+02]
RandomForestRegressor,13,4,r2_score,yes,[-2.46041980e-01 -3.43887368e-01 -6.15551526e-01 -3.66226896e+02]
RandomForestRegressor,13,4,r2_score,no,[-2.36898103e-01 -8.30852153e-01 -9.27216063e-01 -4.22512620e+02]
RandomForestRegressor,13,4,mae,yes,[-0.64218041 -0.64686477 -1.51016215 -0.7322783 ]
RandomForestRegressor,13,4,mae,no,[-0.60031319 -0.51850988 -1.64720702 -0.78409363]
RandomForestRegressor,13,4,mse,yes,[2.46041980e-01 3.43887368e-01 6.15551526e-01 3.66226896e+02]
RandomForestRegressor,13,4,mse,no,[2.36898103e-01 8.30852153e-01 9.27216063e-01 4.22512620e+02]
RandomForestRegressor,14,4,r2_score,yes,[-2.46238263e-01 -3.68653050e-01 -6.09237659e-01 -3.70883489e+02]
RandomForestRegressor,14,4,r2_score,no,[-2.32533068e-01 -8.71354725e-01 -9.34867090e-01 -4.16393533e+02]
RandomForestRegressor,14,4,mae,yes,[-0.64395729 -0.65111696 -1.51283803 -0.72108403]
RandomForestRegressor,14,4,mae,no,[-0.59452545 -0.5257576  -1.6493108  -0.77494301]
RandomForestRegressor,14,4,mse,yes,[2.46238263e-01 3.68653050e-01 6.09237659e-01 3.70883489e+02]
RandomForestRegressor,14,4,mse,no,[2.32533068e-01 8.71354725e-01 9.34867090e-01 4.16393533e+02]
RandomForestRegressor,15,4,r2_score,yes,[ -0.2432615   -0.34887553  -0.6336734  -84.56200635]
RandomForestRegressor,15,4,r2_score,no,[  -0.23118136   -0.93157897   -0.91887923 -189.39731953]
RandomForestRegressor,15,4,mae,yes,[-0.64137682 -0.64574622 -1.53394045 -0.36686262]
RandomForestRegressor,15,4,mae,no,[-0.60181973 -0.53432438 -1.64644476 -0.52066247]
RandomForestRegressor,15,4,mse,yes,[ 0.2432615   0.34887553  0.6336734  84.56200635]
RandomForestRegressor,15,4,mse,no,[  0.23118136   0.93157897   0.91887923 189.39731953]
RandomForestRegressor,2,5,r2_score,yes,[ -7.65477233  -1.1091251   -0.10734805  -0.54079628 -14.59886555]
RandomForestRegressor,2,5,r2_score,no,"[-7.35277433e+00 -8.02474259e-01 -5.38128390e-03 -9.09326541e-01
 -2.36101512e+01]"
RandomForestRegressor,2,5,mae,yes,[-0.17190631 -1.0390032  -0.25383142 -1.41350194 -0.11784524]
RandomForestRegressor,2,5,mae,no,[-0.13145955 -0.80778417 -0.57863241 -1.64984793 -0.13888841]
RandomForestRegressor,2,5,mse,yes,[ 7.65477233  1.1091251   0.10734805  0.54079628 14.59886555]
RandomForestRegressor,2,5,mse,no,"[7.35277433e+00 8.02474259e-01 5.38128390e-03 9.09326541e-01
 2.36101512e+01]"
RandomForestRegressor,3,5,r2_score,yes,[-13.03361599  -1.13170526  -0.04879485  -0.56476169 -11.75660092]
RandomForestRegressor,3,5,r2_score,no,[-11.36795957  -0.82714614   0.07884801  -0.9349604  -47.37811142]
RandomForestRegressor,3,5,mae,yes,[-0.22505366 -1.04647034 -0.28819706 -1.54256245 -0.11115276]
RandomForestRegressor,3,5,mae,no,[-0.16791321 -0.82739198 -0.57818818 -1.72906459 -0.21656076]
RandomForestRegressor,3,5,mse,yes,[13.03361599  1.13170526  0.04879485  0.56476169 11.75660092]
RandomForestRegressor,3,5,mse,no,[11.36795957  0.82714614 -0.07884801  0.9349604  47.37811142]
RandomForestRegressor,4,5,r2_score,yes,[-12.36796984  -1.12902475  -0.0255657   -0.56783239 -19.97736445]
RandomForestRegressor,4,5,r2_score,no,[-11.26535695  -0.83047482  -0.09826212  -0.84669147 -83.68409639]
RandomForestRegressor,4,5,mae,yes,[-0.21622823 -1.04967785 -0.30260398 -1.51175906 -0.15868011]
RandomForestRegressor,4,5,mae,no,[-0.16993599 -0.83485351 -0.59976906 -1.62999924 -0.31227345]
RandomForestRegressor,4,5,mse,yes,[12.36796984  1.12902475  0.0255657   0.56783239 19.97736445]
RandomForestRegressor,4,5,mse,no,[11.26535695  0.83047482  0.09826212  0.84669147 83.68409639]
RandomForestRegressor,5,5,r2_score,yes,[-15.7676372   -1.10489082   0.0446369   -0.67021693 -25.09664316]
RandomForestRegressor,5,5,r2_score,no,"[-3.53185740e+01 -8.31457909e-01  5.07956964e-02 -9.46772456e-01
 -9.24832751e+01]"
RandomForestRegressor,5,5,mae,yes,[-0.25258031 -1.04771859 -0.35376971 -1.60333984 -0.18406358]
RandomForestRegressor,5,5,mae,no,[-0.2900783  -0.84712011 -0.56109241 -1.67050502 -0.34693753]
RandomForestRegressor,5,5,mse,yes,[15.7676372   1.10489082 -0.0446369   0.67021693 25.09664316]
RandomForestRegressor,5,5,mse,no,"[ 3.53185740e+01  8.31457909e-01 -5.07956964e-02  9.46772456e-01
  9.24832751e+01]"
RandomForestRegressor,6,5,r2_score,yes,"[-1.15878041e+01 -1.10106690e+00  4.49039882e-02 -6.22956864e-01
 -4.18230888e+02]"
RandomForestRegressor,6,5,r2_score,no,"[-3.18072770e+01 -8.28252816e-01  9.84888349e-03 -8.64022783e-01
 -8.02660650e+02]"
RandomForestRegressor,6,5,mae,yes,[-0.22176927 -1.04109833 -0.35069118 -1.58382161 -0.79773018]
RandomForestRegressor,6,5,mae,no,[-0.27842704 -0.83768019 -0.51594566 -1.61634386 -1.04646992]
RandomForestRegressor,6,5,mse,yes,"[ 1.15878041e+01  1.10106690e+00 -4.49039882e-02  6.22956864e-01
  4.18230888e+02]"
RandomForestRegressor,6,5,mse,no,"[ 3.18072770e+01  8.28252816e-01 -9.84888349e-03  8.64022783e-01
  8.02660650e+02]"
RandomForestRegressor,7,5,r2_score,yes,"[-1.06358777e+01 -1.09736044e+00  6.50911943e-03 -6.13324904e-01
 -4.62948976e+02]"
RandomForestRegressor,7,5,r2_score,no,"[-2.82685565e+01 -8.17567297e-01 -8.66653811e-03 -8.47804509e-01
 -7.23305645e+02]"
RandomForestRegressor,7,5,mae,yes,[-0.21401084 -1.04294398 -0.36107408 -1.58912765 -0.85616507]
RandomForestRegressor,7,5,mae,no,[-0.26182233 -0.83185488 -0.55542157 -1.64233912 -1.00368068]
RandomForestRegressor,7,5,mse,yes,"[ 1.06358777e+01  1.09736044e+00 -6.50911943e-03  6.13324904e-01
  4.62948976e+02]"
RandomForestRegressor,7,5,mse,no,"[2.82685565e+01 8.17567297e-01 8.66653811e-03 8.47804509e-01
 7.23305645e+02]"
RandomForestRegressor,8,5,r2_score,yes,"[-1.42659140e+01 -1.08622261e+00  1.03094227e-01 -5.87293826e-01
 -4.16361909e+02]"
RandomForestRegressor,8,5,r2_score,no,"[-3.08087709e+01 -8.21076572e-01 -4.67397786e-03 -7.77834356e-01
 -5.45029563e+02]"
RandomForestRegressor,8,5,mae,yes,[-0.24603368 -1.03792854 -0.41425875 -1.59341019 -0.82085469]
RandomForestRegressor,8,5,mae,no,[-0.27631532 -0.83040581 -0.52816385 -1.609976   -0.87899423]
RandomForestRegressor,8,5,mse,yes,"[ 1.42659140e+01  1.08622261e+00 -1.03094227e-01  5.87293826e-01
  4.16361909e+02]"
RandomForestRegressor,8,5,mse,no,"[3.08087709e+01 8.21076572e-01 4.67397786e-03 7.77834356e-01
 5.45029563e+02]"
RandomForestRegressor,9,5,r2_score,yes,"[-2.01208434e+01 -1.07491046e+00 -2.64531504e-02 -5.45709995e-01
 -2.31852734e+02]"
RandomForestRegressor,9,5,r2_score,no,"[-4.08236219e+01 -7.98675046e-01 -4.84541938e-02 -7.76124500e-01
 -3.58759680e+02]"
RandomForestRegressor,9,5,mae,yes,[-0.29213142 -1.03655946 -0.47939552 -1.47933233 -0.60249584]
RandomForestRegressor,9,5,mae,no,[-0.31908509 -0.82713751 -0.588952   -1.6098047  -0.71351187]
RandomForestRegressor,9,5,mse,yes,"[2.01208434e+01 1.07491046e+00 2.64531504e-02 5.45709995e-01
 2.31852734e+02]"
RandomForestRegressor,9,5,mse,no,"[4.08236219e+01 7.98675046e-01 4.84541938e-02 7.76124500e-01
 3.58759680e+02]"
RandomForestRegressor,10,5,r2_score,yes,[ -18.58695309   -0.93065954   -0.47374752   -0.74675603 -255.84218336]
RandomForestRegressor,10,5,r2_score,no,"[-3.22757638e+01 -7.24037659e-01 -1.82113189e-01 -8.82193988e-01
 -3.62505621e+02]"
RandomForestRegressor,10,5,mae,yes,[-0.28031024 -1.01587879 -0.43056735 -1.74434851 -0.62541778]
RandomForestRegressor,10,5,mae,no,[-0.28632469 -0.80130021 -0.51710406 -1.76862368 -0.70191875]
RandomForestRegressor,10,5,mse,yes,[ 18.58695309   0.93065954   0.47374752   0.74675603 255.84218336]
RandomForestRegressor,10,5,mse,no,"[3.22757638e+01 7.24037659e-01 1.82113189e-01 8.82193988e-01
 3.62505621e+02]"
RandomForestRegressor,11,5,r2_score,yes,[ -19.43542891   -0.94640496   -0.50021418   -0.75608686 -363.39087464]
RandomForestRegressor,11,5,r2_score,no,"[-2.89598028e+01 -7.19802214e-01 -2.14756551e-01 -8.74424187e-01
 -3.31585694e+02]"
RandomForestRegressor,11,5,mae,yes,[-0.28712582 -1.01656238 -0.43584413 -1.76279164 -0.76068024]
RandomForestRegressor,11,5,mae,no,[-0.2709941  -0.803918   -0.51051643 -1.78021256 -0.68449762]
RandomForestRegressor,11,5,mse,yes,[ 19.43542891   0.94640496   0.50021418   0.75608686 363.39087464]
RandomForestRegressor,11,5,mse,no,"[2.89598028e+01 7.19802214e-01 2.14756551e-01 8.74424187e-01
 3.31585694e+02]"
RandomForestRegressor,12,5,r2_score,yes,[ -19.41031417   -0.94510607   -0.57753525   -0.73605748 -360.84539407]
RandomForestRegressor,12,5,r2_score,no,"[-3.00119068e+01 -7.23248201e-01 -2.07272816e-01 -8.57327190e-01
 -2.92933111e+02]"
RandomForestRegressor,12,5,mae,yes,[-0.28385509 -1.01774616 -0.48495368 -1.74393915 -0.76229145]
RandomForestRegressor,12,5,mae,no,[-0.27748571 -0.80779075 -0.5345832  -1.77352252 -0.64781007]
RandomForestRegressor,12,5,mse,yes,[ 19.41031417   0.94510607   0.57753525   0.73605748 360.84539407]
RandomForestRegressor,12,5,mse,no,"[3.00119068e+01 7.23248201e-01 2.07272816e-01 8.57327190e-01
 2.92933111e+02]"
RandomForestRegressor,13,5,r2_score,yes,[ -28.62287624   -0.9409988    -0.56240501   -0.70823738 -304.01294904]
RandomForestRegressor,13,5,r2_score,no,"[-4.48254951e+01 -7.31148205e-01 -2.01744453e-01 -8.46505736e-01
 -3.16394051e+02]"
RandomForestRegressor,13,5,mae,yes,[-0.32031364 -1.01717069 -0.48013086 -1.71983772 -0.69399756]
RandomForestRegressor,13,5,mae,no,[-0.33159867 -0.80738844 -0.53547757 -1.75667136 -0.68110213]
RandomForestRegressor,13,5,mse,yes,[ 28.62287624   0.9409988    0.56240501   0.70823738 304.01294904]
RandomForestRegressor,13,5,mse,no,"[4.48254951e+01 7.31148205e-01 2.01744453e-01 8.46505736e-01
 3.16394051e+02]"
RandomForestRegressor,14,5,r2_score,yes,[ -28.34678835   -0.94696987   -0.51907657   -0.73905682 -333.58895914]
RandomForestRegressor,14,5,r2_score,no,"[-4.49455668e+01 -7.20113882e-01 -2.02185169e-01 -8.65860593e-01
 -2.90061911e+02]"
RandomForestRegressor,14,5,mae,yes,[-0.31817731 -1.01728003 -0.46901614 -1.75502375 -0.72012308]
RandomForestRegressor,14,5,mae,no,[-0.3301948  -0.80805276 -0.53751398 -1.75699977 -0.65432276]
RandomForestRegressor,14,5,mse,yes,[ 28.34678835   0.94696987   0.51907657   0.73905682 333.58895914]
RandomForestRegressor,14,5,mse,no,"[4.49455668e+01 7.20113882e-01 2.02185169e-01 8.65860593e-01
 2.90061911e+02]"
RandomForestRegressor,15,5,r2_score,yes,[-28.64312739  -0.94749012  -0.57530553  -0.74215023 -48.66620632]
RandomForestRegressor,15,5,r2_score,no,[-45.18814416  -0.72294862  -0.20042563  -0.70642248 -50.28413972]
RandomForestRegressor,15,5,mae,yes,[-0.31894369 -1.01792089 -0.50453534 -1.75587709 -0.26001858]
RandomForestRegressor,15,5,mae,no,[-0.33369383 -0.80615921 -0.56200471 -1.69002076 -0.27360369]
RandomForestRegressor,15,5,mse,yes,[28.64312739  0.94749012  0.57530553  0.74215023 48.66620632]
RandomForestRegressor,15,5,mse,no,[45.18814416  0.72294862  0.20042563  0.70642248 50.28413972]
LGBMRegressor,2,2,r2_score,yes,[-0.42465294 -0.17263356]
LGBMRegressor,2,2,r2_score,no,[-0.14851857 -0.24913766]
LGBMRegressor,2,2,mae,yes,[-0.66365574 -0.91534439]
LGBMRegressor,2,2,mae,no,[-0.52108932 -0.99790751]
LGBMRegressor,2,2,mse,yes,[0.42465294 0.17263356]
LGBMRegressor,2,2,mse,no,[0.14851857 0.24913766]
LGBMRegressor,3,2,r2_score,yes,[-0.42001363 -0.2657835 ]
LGBMRegressor,3,2,r2_score,no,[-0.151053   -0.33122583]
LGBMRegressor,3,2,mae,yes,[-0.65990431 -1.06254266]
LGBMRegressor,3,2,mae,no,[-0.519789  -1.1079592]
LGBMRegressor,3,2,mse,yes,[0.42001363 0.2657835 ]
LGBMRegressor,3,2,mse,no,[0.151053   0.33122583]
LGBMRegressor,4,2,r2_score,yes,[-0.42140692 -0.28494239]
LGBMRegressor,4,2,r2_score,no,[-0.151053   -0.38050956]
LGBMRegressor,4,2,mae,yes,[-0.66146044 -1.12861714]
LGBMRegressor,4,2,mae,no,[-0.519789   -1.16767951]
LGBMRegressor,4,2,mse,yes,[0.42140692 0.28494239]
LGBMRegressor,4,2,mse,no,[0.151053   0.38050956]
LGBMRegressor,5,2,r2_score,yes,[-0.37929481 -0.26838962]
LGBMRegressor,5,2,r2_score,no,[-0.14132679 -0.38385174]
LGBMRegressor,5,2,mae,yes,[-0.66332238 -0.908242  ]
LGBMRegressor,5,2,mae,no,[-0.51663886 -1.05816077]
LGBMRegressor,5,2,mse,yes,[0.37929481 0.26838962]
LGBMRegressor,5,2,mse,no,[0.14132679 0.38385174]
LGBMRegressor,6,2,r2_score,yes,[-0.46348797 -0.21417383]
LGBMRegressor,6,2,r2_score,no,[-0.14132679 -0.26837249]
LGBMRegressor,6,2,mae,yes,[-0.6559029 -0.8434638]
LGBMRegressor,6,2,mae,no,[-0.51663886 -1.0152286 ]
LGBMRegressor,6,2,mse,yes,[0.46348797 0.21417383]
LGBMRegressor,6,2,mse,no,[0.14132679 0.26837249]
LGBMRegressor,7,2,r2_score,yes,[-0.46272307 -0.16200063]
LGBMRegressor,7,2,r2_score,no,[-0.14423501 -0.25360292]
LGBMRegressor,7,2,mae,yes,[-0.65436408 -0.8456716 ]
LGBMRegressor,7,2,mae,no,[-0.51901731 -0.99950966]
LGBMRegressor,7,2,mse,yes,[0.46272307 0.16200063]
LGBMRegressor,7,2,mse,no,[0.14423501 0.25360292]
LGBMRegressor,8,2,r2_score,yes,[-0.46179049 -0.20879905]
LGBMRegressor,8,2,r2_score,no,[-0.15920106 -0.2586711 ]
LGBMRegressor,8,2,mae,yes,[-0.65406958 -0.87794858]
LGBMRegressor,8,2,mae,no,[-0.52257601 -0.99041777]
LGBMRegressor,8,2,mse,yes,[0.46179049 0.20879905]
LGBMRegressor,8,2,mse,no,[0.15920106 0.2586711 ]
LGBMRegressor,9,2,r2_score,yes,[-0.46135251 -0.20427594]
LGBMRegressor,9,2,r2_score,no,[-0.15920106 -0.20767502]
LGBMRegressor,9,2,mae,yes,[-0.65237395 -0.91814819]
LGBMRegressor,9,2,mae,no,[-0.52257601 -0.956069  ]
LGBMRegressor,9,2,mse,yes,[0.46135251 0.20427594]
LGBMRegressor,9,2,mse,no,[0.15920106 0.20767502]
LGBMRegressor,10,2,r2_score,yes,[-0.46396862 -0.16939358]
LGBMRegressor,10,2,r2_score,no,[-0.18353231 -0.23187951]
LGBMRegressor,10,2,mae,yes,[-0.65407513 -0.96302554]
LGBMRegressor,10,2,mae,no,[-0.5261125  -0.99322873]
LGBMRegressor,10,2,mse,yes,[0.46396862 0.16939358]
LGBMRegressor,10,2,mse,no,[0.18353231 0.23187951]
LGBMRegressor,11,2,r2_score,yes,[-0.46541043 -0.15657939]
LGBMRegressor,11,2,r2_score,no,[-0.18107744 -0.24524711]
LGBMRegressor,11,2,mae,yes,[-0.65245523 -0.94872103]
LGBMRegressor,11,2,mae,no,[-0.52470782 -1.01981583]
LGBMRegressor,11,2,mse,yes,[0.46541043 0.15657939]
LGBMRegressor,11,2,mse,no,[0.18107744 0.24524711]
LGBMRegressor,12,2,r2_score,yes,[-0.48004097 -0.17237608]
LGBMRegressor,12,2,r2_score,no,[-0.21635875 -0.29136469]
LGBMRegressor,12,2,mae,yes,[-0.64442982 -0.95112774]
LGBMRegressor,12,2,mae,no,[-0.53042971 -1.01064215]
LGBMRegressor,12,2,mse,yes,[0.48004097 0.17237608]
LGBMRegressor,12,2,mse,no,[0.21635875 0.29136469]
LGBMRegressor,13,2,r2_score,yes,[-0.50260828 -0.20864502]
LGBMRegressor,13,2,r2_score,no,[-0.21635875 -0.30954752]
LGBMRegressor,13,2,mae,yes,[-0.65178098 -0.98180801]
LGBMRegressor,13,2,mae,no,[-0.53042971 -1.00905647]
LGBMRegressor,13,2,mse,yes,[0.50260828 0.20864502]
LGBMRegressor,13,2,mse,no,[0.21635875 0.30954752]
LGBMRegressor,14,2,r2_score,yes,[-0.50260828 -0.20864502]
LGBMRegressor,14,2,r2_score,no,[-0.21635875 -0.30954752]
LGBMRegressor,14,2,mae,yes,[-0.65178098 -0.98180801]
LGBMRegressor,14,2,mae,no,[-0.53042971 -1.00905647]
LGBMRegressor,14,2,mse,yes,[0.50260828 0.20864502]
LGBMRegressor,14,2,mse,no,[0.21635875 0.30954752]
LGBMRegressor,15,2,r2_score,yes,[-0.50260828 -0.16425059]
LGBMRegressor,15,2,r2_score,no,[-0.21635875 -0.2930453 ]
LGBMRegressor,15,2,mae,yes,[-0.65178098 -0.93880357]
LGBMRegressor,15,2,mae,no,[-0.53042971 -1.02341774]
LGBMRegressor,15,2,mse,yes,[0.50260828 0.16425059]
LGBMRegressor,15,2,mse,no,[0.21635875 0.2930453 ]
LGBMRegressor,2,3,r2_score,yes,[-2.54225657e-01 -3.22175017e-01 -2.61781641e+02]
LGBMRegressor,2,3,r2_score,no,[-0.12515302 -0.43149857 -2.75441481]
LGBMRegressor,2,3,mae,yes,[-0.75341181 -1.14661293 -0.60342227]
LGBMRegressor,2,3,mae,no,[-0.61132319 -1.27585433 -0.87826158]
LGBMRegressor,2,3,mse,yes,[2.54225657e-01 3.22175017e-01 2.61781641e+02]
LGBMRegressor,2,3,mse,no,[0.12515302 0.43149857 2.75441481]
LGBMRegressor,3,3,r2_score,yes,[-2.54225657e-01 -3.68715668e-01 -2.67023393e+02]
LGBMRegressor,3,3,r2_score,no,[-0.12515302 -0.42352397 -4.16768535]
LGBMRegressor,3,3,mae,yes,[-0.75341181 -1.15541485 -0.6094783 ]
LGBMRegressor,3,3,mae,no,[-0.61132319 -1.27494324 -1.14512705]
LGBMRegressor,3,3,mse,yes,[2.54225657e-01 3.68715668e-01 2.67023393e+02]
LGBMRegressor,3,3,mse,no,[0.12515302 0.42352397 4.16768535]
LGBMRegressor,4,3,r2_score,yes,[-2.54225657e-01 -3.77390048e-01 -3.78335647e+02]
LGBMRegressor,4,3,r2_score,no,[-0.12515302 -0.41994422 -4.21818735]
LGBMRegressor,4,3,mae,yes,[-0.75341181 -1.16167436 -0.73906804]
LGBMRegressor,4,3,mae,no,[-0.61132319 -1.27288328 -1.16011156]
LGBMRegressor,4,3,mse,yes,[2.54225657e-01 3.77390048e-01 3.78335647e+02]
LGBMRegressor,4,3,mse,no,[0.12515302 0.41994422 4.21818735]
LGBMRegressor,5,3,r2_score,yes,[  -0.25422566   -0.32164391 -254.17306089]
LGBMRegressor,5,3,r2_score,no,[-0.12515302 -0.436789   -3.85014756]
LGBMRegressor,5,3,mae,yes,[-0.75341181 -1.15004573 -0.54089207]
LGBMRegressor,5,3,mae,no,[-0.61132319 -1.27287377 -1.11403636]
LGBMRegressor,5,3,mse,yes,[  0.25422566   0.32164391 254.17306089]
LGBMRegressor,5,3,mse,no,[0.12515302 0.436789   3.85014756]
LGBMRegressor,6,3,r2_score,yes,[-2.54225657e-01 -3.52853228e-01 -3.27428402e+02]
LGBMRegressor,6,3,r2_score,no,[-0.12515302 -0.43771409 -3.1020754 ]
LGBMRegressor,6,3,mae,yes,[-0.75341181 -1.1957719  -0.6085191 ]
LGBMRegressor,6,3,mae,no,[-0.61132319 -1.27409028 -1.02025084]
LGBMRegressor,6,3,mse,yes,[2.54225657e-01 3.52853228e-01 3.27428402e+02]
LGBMRegressor,6,3,mse,no,[0.12515302 0.43771409 3.1020754 ]
LGBMRegressor,7,3,r2_score,yes,[-2.54225657e-01 -3.58907358e-01 -5.00922132e+02]
LGBMRegressor,7,3,r2_score,no,[-0.12515302 -0.4311179  -3.64563962]
LGBMRegressor,7,3,mae,yes,[-0.75341181 -1.1783745  -0.78096558]
LGBMRegressor,7,3,mae,no,[-0.61132319 -1.26877978 -1.09191787]
LGBMRegressor,7,3,mse,yes,[2.54225657e-01 3.58907358e-01 5.00922132e+02]
LGBMRegressor,7,3,mse,no,[0.12515302 0.4311179  3.64563962]
LGBMRegressor,8,3,r2_score,yes,[-2.54225657e-01 -3.23602006e-01 -5.18697264e+02]
LGBMRegressor,8,3,r2_score,no,[-0.12515302 -0.42981283 -3.39347624]
LGBMRegressor,8,3,mae,yes,[-0.75341181 -1.16459198 -0.79967972]
LGBMRegressor,8,3,mae,no,[-0.61132319 -1.26701209 -1.01903596]
LGBMRegressor,8,3,mse,yes,[2.54225657e-01 3.23602006e-01 5.18697264e+02]
LGBMRegressor,8,3,mse,no,[0.12515302 0.42981283 3.39347624]
LGBMRegressor,9,3,r2_score,yes,[  -0.25422566   -0.27778494 -190.28560108]
